movie,year,imdb,votes
White Squall,1996,6.6,19667
Basquiat,1996,6.9,17828
If Lucy Fell,1996,4.9,3623
Bad Moon,1996,5.8,4806
She's the One,1996,6,15305
Michael Collins,1996,7.2,27138
Kazaam,1996,2.9,21229
Big Night,1996,7.3,14893
Everyone Says I Love You,1996,6.8,33097
Dunston Checks In,1996,5.3,10865
The Quest,1996,5.6,21806
Muppet Treasure Island,1996,7,18587
A Very Brady Sequel,1996,5.6,9142
Santa with Muscles,1996,2.5,8286
The Mirror Has Two Faces,1996,6.5,13170
Tromeo and Juliet,1996,6.2,4874
Lone Star,1996,7.5,25679
The Crow: City of Angels,1996,4.6,17624
Diabolique,1996,5.4,12235
Space Truckers,1996,5.2,6013
Tin Cup,1996,6.3,42158
Michael,1996,5.7,37958
Bulletproof,1996,5.8,32569
Beavis and Butt-Head Do America,1996,6.8,47528
Jane Eyre,1996,6.8,8348
Bullet,1996,6.6,7175
Waiting for Guffman,1996,7.6,24537
House Arrest,1996,5.8,7297
Black Sheep,1996,6.2,33209
A Thin Line Between Love and Hate,1996,5.7,3738
Trees Lounge,1996,7.2,12499
Foxfire,1996,6.2,7828
The Chamber,1996,6,11600
The Trigger Effect,1996,5.7,5488
Multiplicity,1996,6,27560
The Adventures of Pinocchio,1996,5.3,4678
The Fan,1996,5.8,42704
Bastard Out of Carolina,1996,7.4,3815
The Portrait of a Lady,1996,6.3,9789
Gray's Anatomy,1996,6.9,1854
Up Close & Personal,1996,6.1,12544
Surviving Picasso,1996,6.4,6431
The Evening Star,1996,5.8,3830
Flirting with Disaster,1996,6.8,16467
The Glimmer Man,1996,5.4,17281
Bordello of Blood,1996,5.3,12034
The Pillow Book,1996,6.7,11566
Eye for an Eye,1996,6.2,11804
Day of the Warrior,1996,3.3,800
Hellraiser: Bloodline,1996,5.1,17085
The Apartment,1996,7.5,12591
Homeward Bound II: Lost in San Francisco,1996,5.9,12283
Brassed Off,1996,7.1,17247
Thesis,1996,7.5,32097
Sgt. Bilko,1996,5.8,19807
Joe's Apartment,1996,5.4,11647
The Dentist,1996,5.2,7270
The Hunters,1996,7,6866
First Kid,1996,5.2,9212
Beautiful Thing,1996,7.6,20950
Original Gangstas,1996,5.8,1302
Female Perversions,1996,5.5,2153
The Substitute,1996,5.9,10639
The Juror,1996,5.6,15550
The Pallbearer,1996,5,7323
Ghosts of Mississippi,1996,6.7,9392
Harriet the Spy,1996,6,8878
Carpool,1996,4.9,4055
My Fellow Americans,1996,6.5,13309
The Truth About Cats & Dogs,1996,6.3,23773
I Shot Andy Warhol,1996,6.6,5946
Feeling Minnesota,1996,5.4,9864
Extreme Measures,1996,6.1,15722
Jude,1996,7,9374
Blood and Wine,1996,6,8529
Mary Reilly,1996,5.8,13059
Twelfth Night or What You Will,1996,7.3,5240
Fled,1996,5.3,7813
Electra,1996,3.4,779
The Funeral,1996,6.6,7632
City Hall,1996,6.2,18224
Killer Tongue,1996,4.7,984
Shiloh,1996,6.4,2547
Police Story 4: First Strike,1996,6.6,17165
Mr. Wrong,1996,3.8,4633
In Love and War,1996,6,7592
The Stendhal Syndrome,1996,6.1,6553
SubUrbia,1996,6.8,8141
Alaska,1996,5.7,4748
All Dogs Go to Heaven II,1996,5.5,4844
Mr. Toad's Wild Ride,1996,6.3,2768
Mojave Moon,1996,5.2,2228
The Associate,1996,6.1,6900
Heaven's Prisoners,1996,5.7,4634
Eddie,1996,5.2,8650
Citizen Ruth,1996,7,6663
High School High,1996,5.5,11801
Head Above Water,1996,6,6935
Boys,1996,4.9,3261
Mrs. Winterbourne,1996,6.2,6354
Killer Condom,1996,5.2,2597
Unforgettable,1996,6,4460
The Stupids,1996,4.2,6067
Box of Moon Light,1996,7.3,4919
To Gillian on Her 37th Birthday,1996,5.8,4356
Pinocchio's Revenge,1996,4.1,1819
Silent Trigger,1996,5.6,3257
Naked Souls,1996,3.3,1326
Indian,1996,8.1,8427
Femalien,1996,5.8,841
The Great White Hype,1996,5.4,7920
Black Mask,1996,6.1,10258
Larger Than Life,1996,5.6,6145
Before and After,1996,6.1,7550
Ripe,1996,3.9,925
"I Love You, I Love You Not",1996,5.5,2531
Girl 6,1996,5.1,5442
Curdled,1996,5.9,4563
The Rich Man's Wife,1996,5.2,2817
Bed of Roses,1996,6.1,7424
Mother Night,1996,7.2,4614
Moll Flanders,1996,6.5,3727
Tere Mere Sapne,1996,6.2,422
Kolya,1996,7.8,13393
Playback,1996,4,291
Mad Dog Time,1996,5.5,2536
Celtic Pride,1996,5.2,9014
Loch Ness,1996,5.4,3739
Get on the Bus,1996,6.8,4521
Ed,1996,2.6,7815
Solo,1996,3.9,3845
The Eighth Day,1996,7.6,8232
Night Falls on Manhattan,1996,6.6,5811
The Whole Wide World,1996,7.3,3058
Bloodsport 2,1996,4.8,2627
Last Dance,1996,5.8,3655
Two If by Sea,1996,5.2,4972
Santa Claws,1996,2.6,432
Somersault in a Coffin,1996,7.8,7076
Bogus,1996,5.3,5675
The Boys Club,1996,6.4,1047
Head of the Family,1996,5.3,1137
Race the Sun,1996,5.4,2888
Puddle Cruiser,1996,5.7,2369
Forest Warrior,1996,3.5,2242
Albino Alligator,1996,6.1,7179
Mystery Science Theater 3000: The Movie,1996,7.4,16871
Kissed,1996,6.5,3330
Kansas City,1996,6.3,3911
A Summer's Tale,1996,7.7,5076
Masseuse,1996,2.9,329
Unhook the Stars,1996,6.6,1955
The Cyclone,1996,6.8,2974
A Family Thing,1996,7,2971
Mother,1996,6.9,5176
Dear God,1996,5.3,3387
Walking and Talking,1996,6.8,2862
Lawnmower Man 2: Beyond Cyberspace,1996,2.4,8592
La Promesse,1996,7.9,6329
The Secret Agent,1996,5.8,2087
Manny & Lo,1996,6.7,1608
Titanic,1997,7.8,924249
Home Alone 3,1997,4.4,91260
Good Will Hunting,1997,8.3,742367
Starship Troopers,1997,7.2,246905
Contact,1997,7.4,230540
Vegas Vacation,1997,5.9,38977
Life Is Beautiful,1997,8.6,531580
The Fifth Element,1997,7.7,392643
Boogie Nights,1997,7.9,215494
L.A. Confidential,1997,8.3,482031
Con Air,1997,6.8,251827
The Devil's Advocate,1997,7.5,295163
The Lost World: Jurassic Park,1997,6.5,333301
Lolita,1997,6.9,45396
My Best Friend's Wedding,1997,6.3,113394
Austin Powers: International Man of Mystery,1997,7,202437
Batman & Robin,1997,3.7,213343
Event Horizon,1997,6.7,139972
The Saint,1997,6.2,57020
Men in Black,1997,7.3,462923
The Man Who Knew Too Little,1997,6.6,26947
Hercules,1997,7.3,175495
The Game,1997,7.8,306672
Gattaca,1997,7.8,253982
Selena,1997,6.7,21844
Face/Off,1997,7.3,318839
Princess Mononoke,1997,8.4,283661
Anastasia,1997,7.1,100564
Lost Highway,1997,7.6,115400
Jackie Brown,1997,7.5,274021
Tomorrow Never Dies,1997,6.5,165243
Dante's Peak,1997,5.9,71747
Cop Land,1997,6.9,77854
The Edge,1997,6.9,62466
As Good as It Gets,1997,7.7,248825
Alien: Resurrection,1997,6.2,205292
Liar Liar,1997,6.9,252797
Spawn,1997,5.2,58934
Kiss the Girls,1997,6.6,57849
George of the Jungle,1997,5.5,63830
Donnie Brasco,1997,7.8,250931
Air Force One,1997,6.5,163941
I Know What You Did Last Summer,1997,5.7,120263
Anaconda,1997,4.7,85208
Mortal Kombat: Annihilation,1997,3.7,41428
Grosse Pointe Blank,1997,7.4,80959
Funny Games,1997,7.6,54489
Cube,1997,7.3,186082
Amistad,1997,7.3,64650
Scream 2,1997,6.1,141523
The Rainmaker,1997,7.1,53881
Seven Years in Tibet,1997,7,109956
The Full Monty,1997,7.2,90992
Breakdown,1997,6.9,43477
Gummo,1997,6.7,28266
In & Out,1997,6.4,35544
Chasing Amy,1997,7.3,123566
Perfect Blue,1997,7.9,40901
The Second Jungle Book: Mowgli & Baloo,1997,4.5,872
Orgazmo,1997,6.2,32513
Bean,1997,6.4,87250
Absolute Power,1997,6.7,45133
Open Your Eyes,1997,7.8,58741
The Postman,1997,6,63042
Good Burger,1997,5.7,23366
G.I. Jane,1997,5.9,67722
Jungle 2 Jungle,1997,5.1,20663
Conspiracy Theory,1997,6.7,85702
The Jackal,1997,6.4,97698
Midnight in the Garden of Good and Evil,1997,6.6,34540
Romy and Michele's High School Reunion,1997,6.2,38054
Children of Heaven,1997,8.3,48927
Mousehunt,1997,6.4,46617
Volcano,1997,5.5,65862
Spice World,1997,3.4,30771
The Devil's Own,1997,6.1,52416
Wag the Dog,1997,7.1,73477
U Turn,1997,6.8,45755
Murder at 1600,1997,6.1,26251
The Ice Storm,1997,7.5,50174
Mimic,1997,5.9,41933
Paradise Road,1997,6.8,4731
Speed 2: Cruise Control,1997,3.8,67780
The Borrowers,1997,5.8,18352
Flubber,1997,5.2,75890
Private Parts,1997,6.8,31825
Rosewood,1997,7.2,6775
Nothing to Lose,1997,6.7,40658
The Peacemaker,1997,5.9,50418
Wilde,1997,6.9,13577
Wild America,1997,6.3,6157
The Relic,1997,5.7,21973
Fools Rush In,1997,6,30038
Air Bud,1997,5.2,14820
Eve's Bayou,1997,7.3,7634
The Sweet Hereafter,1997,7.6,29598
Double Team,1997,4.7,28551
Affliction,1997,7,13495
Fierce Creatures,1997,6.4,21416
The Boxer,1997,7.1,16768
Money Talks,1997,6.2,25712
Beverly Hills Ninja,1997,5.5,34840
Nowhere,1997,6.4,7532
RocketMan,1997,5.9,8256
Kundun,1997,7,23813
An American Werewolf in Paris,1997,5.1,21298
Amy Foster,1997,6.9,2815
Live Flesh,1997,7.4,25462
Happy Together,1997,7.8,18676
The Spanish Prisoner,1997,7.3,20148
Another Nine & a Half Weeks,1997,2.8,3861
Hoodlum,1997,6.3,9589
Neon Genesis Evangelion: The End of Evangelion,1997,8.3,24651
A Life Less Ordinary,1997,6.4,32561
Breaking Up,1997,4.9,2541
Switchback,1997,6.4,11258
Wishmaster,1997,5.8,17527
The Night Flier,1997,6,8459
Bent,1997,7.3,7060
Inventing the Abbotts,1997,6.4,10475
Booty Call,1997,5.4,7502
A Simple Wish,1997,5.4,4761
Nightwatch,1997,6.2,17713
Soul Food,1997,7,6123
The Brave,1997,6.4,8527
Mr. Magoo,1997,3.9,13253
Deconstructing Harry,1997,7.4,39306
Kull the Conqueror,1997,4.8,7202
The Apostle,1997,7.2,12421
Picture Perfect,1997,5.5,17631
Warriors of Virtue,1997,4.6,2575
Mrs Brown,1997,7.3,12316
One Eight Seven,1997,6.7,20197
Plump Fiction,1997,2.8,3464
Addicted to Love,1997,6.1,21854
Gridlock'd,1997,7,13442
Fireworks,1997,7.8,24283
Fire Down Below,1997,5,15317
B*A*P*S,1997,4.4,4464
The Castle,1997,7.7,13495
Smilla's Sense of Snow,1997,6.4,12664
Excess Baggage,1997,5.3,11874
Snow White: A Tale of Terror,1997,6.3,9124
The Pest,1997,5,7330
Metro,1997,5.5,23514
Red Corner,1997,6.3,14728
Nil by Mouth,1997,7.4,7833
The Real Blonde,1997,6,3675
Gang Related,1997,6.5,7133
Suicide Kings,1997,7,24242
Knockin' on Heaven's Door,1997,8,24144
Trading Favors,1997,5.2,253
Love Jones,1997,7.5,3322
Steel,1997,2.8,9824
Robinson Crusoe,1997,5.9,10952
Mr. Nice Guy,1997,6.2,22766
The Beautician and the Beast,1997,5.3,7703
Lawn Dogs,1997,7.6,6915
The Wings of the Dove,1997,7.2,9699
Touch,1997,5.7,2122
Two Girls and a Guy,1997,5.6,6453
Insomnia,1997,7.3,11758
One Night Stand,1997,5.8,6131
Cats Don't Dance,1997,6.9,6360
Star Kid,1997,5.4,2201
8 Heads in a Duffel Bag,1997,5.3,8823
Turbulence,1997,4.8,9901
For Richer or Poorer,1997,5.7,9055
Taste of Cherry,1997,7.7,18319
Anna Karenina,1997,6.4,5100
Turbo: A Power Rangers Movie,1997,3.5,7536
Out to Sea,1997,6.1,7131
Fever Pitch,1997,6.7,9307
Ulee's Gold,1997,7.1,6203
Gone Fishin',1997,4.7,8714
Fathers' Day,1997,5.2,13538
Dance with the Devil,1997,6.3,7228
Madam Savant,1997,4.7,101
The House of Yes,1997,6.6,7200
Twin Town,1997,6.7,5225
Cure,1997,7.4,8280
Mad City,1997,6.2,17915
Leave It to Beaver,1997,5.2,3601
Dobermann,1997,6.6,15619
Trojan War,1997,5.7,5228
Sexual Roulette,1997,4.4,208
FairyTale: A True Story,1997,6.5,5143
The Sixth Man,1997,5.7,4987
Playing God,1997,5.6,6905
A Thousand Acres,1997,6,4743
Free Willy 3: The Rescue,1997,4.7,8274
Oscar and Lucinda,1997,6.7,6119
The Last Time I Committed Suicide,1997,5.8,1867
Innocence,1997,8.3,11895
Mrs Dalloway,1997,6.8,3205
Afterglow,1997,6.1,3075
Prefontaine,1997,6.8,6426
Welcome to Sarajevo,1997,6.8,6455
She's So Lovely,1997,5.9,7575
Masterminds,1997,5.2,3196
In the Company of Men,1997,7.2,12385
Scorned 2,1997,3.2,342
Going All the Way,1997,5.7,1736
That Darn Cat,1997,4.6,3660
The Assignment,1997,6.9,8182
In Dark Places,1997,5.1,132
Once Upon a Time in China and America,1997,6.4,3099
'Til There Was You,1997,4.8,2505
Dil To Pagal Hai,1997,7.1,18506
Shooting Fish,1997,6.6,7068
Teach Me Tonight,1997,4.7,226
Hugo Pool,1997,5.2,1790
Buddy,1997,4.9,2320
The MatchMaker,1997,6.5,5155
Most Wanted,1997,5.6,5271
Babes in Toyland,1997,4.7,437
Meet Wally Sparks,1997,5.2,2886
McHale's Navy,1997,4.4,5949
An Alan Smithee Film: Burn Hollywood Burn,1997,3.5,3163
Campfire Tales,1997,5.9,3391
Prince Valiant,1997,5.1,1897
The Blackout,1997,5.4,2099
The Butcher Boy,1997,7.2,8561
Trial and Error,1997,5.7,5658
Zeus and Roxanne,1997,5.3,2608
Shadow Conspiracy,1997,4.9,4128
Preaching to the Perverted,1997,6,1009
The Wedding Party,1997,6,582
Sprung,1997,5,896
The Locusts,1997,6.2,1560
Retroactive,1997,6.3,5128
It's in the Water,1997,6.2,1476
Hav Plenty,1997,6.6,902
Wounded,1997,5.6,529
Face,1997,6.7,3956
Deceiver,1997,6.7,5583
The Town,1997,7.1,3106
How to Be a Player,1997,5.3,8379
Drive,1997,6.9,4772
Eight Days a Week,1997,6.3,2770
Steam: The Turkish Bath,1997,6.9,5672
The Peacekeeper,1997,5.1,2318
The End of Violence,1997,5.6,4441
That Old Feeling,1997,6.1,3245
Metroland,1997,6.5,3001
Traveller,1997,6.2,1646
Welcome to Woop Woop,1997,5.7,1672
Clockwatchers,1997,6.4,4304
Firelight,1997,7.3,3790
The Manson Family,1997,5.5,2891
The Big Lebowski,1998,8.1,642476
There's Something About Mary,1998,7.1,270285
Saving Private Ryan,1998,8.6,1070462
Jack Frost,1998,5.3,29200
American History X,1998,8.5,924730
The Truman Show,1998,8.1,810729
Meet Joe Black,1998,7.2,190585
The Parent Trap,1998,6.5,105134
Deep Impact,1998,6.2,148613
Armageddon,1998,6.7,361982
Mulan,1998,7.6,213447
Blade,1998,7.1,220443
The Thin Red Line,1998,7.6,157481
"Lock, Stock and Two Smoking Barrels",1998,8.2,482258
Wild Things,1998,6.5,99548
Godzilla,1998,5.3,167412
Lost in Space,1998,5.1,65443
Fear and Loathing in Las Vegas,1998,7.7,237897
The Prince of Egypt,1998,7.1,105553
The Waterboy,1998,6.1,134630
I'll Be Home for Christmas,1998,5.4,7988
You've Got Mail,1998,6.6,173641
Ever After: A Cinderella Story,1998,7,63673
A Bug's Life,1998,7.2,241728
Great Expectations,1998,6.8,47398
Dark City,1998,7.7,174522
Bride of Chucky,1998,5.4,46462
Shakespeare in Love,1998,7.1,197406
The Man in the Iron Mask,1998,6.5,142791
Rush Hour,1998,7,214583
Enemy of the State,1998,7.3,209728
Elizabeth,1998,7.5,84011
BASEketball,1998,6.6,53053
Goodbye Lover,1998,5.7,3270
Rushmore,1998,7.7,154250
Ronin,1998,7.3,159195
The Wedding Singer,1998,6.8,122314
Six Days Seven Nights,1998,5.8,67234
Buffalo '66,1998,7.5,41861
The Mask of Zorro,1998,6.7,153172
Psycho,1998,4.6,41872
Deep Rising,1998,6,30067
Practical Magic,1998,6.2,64650
The Faculty,1998,6.5,101580
What Dreams May Come,1998,7,93715
Pleasantville,1998,7.5,112837
Dangerous Beauty,1998,7.3,14487
Small Soldiers,1998,6.1,84748
Out of Sight,1998,7,78525
Rudolph the Red-Nosed Reindeer,1998,5.9,2129
Antz,1998,6.6,136758
Patch Adams,1998,6.7,92384
Fallen,1998,7,67023
Urban Legend,1998,5.5,54018
U.S. Marshals,1998,6.5,87037
Rounders,1998,7.3,132778
Can't Hardly Wait,1998,6.5,41297
Pi,1998,7.4,158366
Les Misérables,1998,7.5,35406
Halloween H20: 20 Years Later,1998,5.7,59044
Soldier,1998,6,48247
Sphere,1998,6.1,91765
Stepmom,1998,6.7,54181
Snake Eyes,1998,6,70363
Lethal Weapon 4,1998,6.6,141103
Sliding Doors,1998,6.8,58182
Happiness,1998,7.8,61635
A Simple Plan,1998,7.5,56979
54,1998,5.8,29927
A Perfect Murder,1998,6.5,71812
The Avengers,1998,3.7,38187
Velvet Goldmine,1998,7,31185
Run Lola Run,1998,7.7,176468
City of Angels,1998,6.7,105150
The Interview,1998,7.2,4847
I Stand Alone,1998,7.5,17161
Following,1998,7.6,76803
A Night at the Roxbury,1998,6.2,52522
Species II,1998,4.3,25139
Half Baked,1998,6.7,53522
The Negotiator,1998,7.3,119908
Doctor Dolittle,1998,5.4,84571
Mercury Rising,1998,6.1,61346
Very Bad Things,1998,6.3,42475
Star Trek: Insurrection,1998,6.4,63624
Taxi,1998,7,70074
Simon Birch,1998,6.9,19571
The Celebration,1998,8.1,72222
Smoke Signals,1998,7.2,8972
Disturbing Behavior,1998,5.6,19107
Mighty Joe Young,1998,5.6,25511
Vampires,1998,6.1,47948
Frivolous Lola,1998,5.2,2628
Pokémon: The First Movie - Mewtwo Strikes Back,1998,6.1,34437
The Idiots,1998,6.8,27247
The Horse Whisperer,1998,6.6,36110
The Siege,1998,6.3,63739
He Got Game,1998,6.9,40252
The Legend of 1900,1998,8.1,50382
Playing by Heart,1998,7.1,17681
Almost Heroes,1998,5.8,14322
The X Files,1998,7,94219
Slums of Beverly Hills,1998,6.6,10808
I Still Know What You Did Last Summer,1998,4.6,62401
Dirty Work,1998,6.4,21868
The Red Violin,1998,7.7,29409
The Last Days of Disco,1998,6.6,11098
SLC Punk!,1998,7.5,24165
Hope Floats,1998,5.9,21998
Show Me Love,1998,7.6,46550
Black Dog,1998,5.4,7669
Belly,1998,6,8178
Phantoms,1998,5.4,18057
The Big Hit,1998,6.1,26783
Primary Colors,1998,6.7,25734
Waking Ned Devine,1998,7.4,23404
Apt Pupil,1998,6.7,32540
All I Wanna Do,1998,6.7,6135
The Object of My Affection,1998,6,17295
Blues Brothers 2000,1998,4.8,28985
Beloved,1998,5.9,6601
Jackie Chan's Who Am I?,1998,6.8,32710
Gods and Monsters,1998,7.5,27016
The Magic Sword: Quest for Camelot,1998,6.3,13079
Celebrity,1998,6.3,22524
Ringu,1998,7.3,57181
Hush,1998,5.3,8653
Babe: Pig in the City,1998,5.8,28644
My Giant,1998,4.9,6219
Thursday,1998,7.2,15748
The Mighty,1998,7.3,11501
"Black Cat, White Cat",1998,8.1,46159
Paulie,1998,6.5,13173
The Replacement Killers,1998,6.1,25201
New Rose Hotel,1998,4.9,3891
A Civil Action,1998,6.6,25413
High Art,1998,6.7,9200
Madeline,1998,6,6028
Twilight,1998,6.2,9227
The Odd Couple II,1998,6.4,8314
Return to Paradise,1998,6.9,12710
Le Dîner de Cons,1998,7.7,33707
The Opposite of Sex,1998,6.5,19210
Palmetto,1998,6,7156
How Stella Got Her Groove Back,1998,5.6,6176
Senseless,1998,6,13051
Kuch Kuch Hota Hai,1998,7.7,41890
Losing Control,1998,4.5,282
The Rugrats Movie,1998,5.9,16274
The Players Club,1998,5.8,5709
Dead Man on Campus,1998,6,12630
Wide Awake,1998,6.1,3573
Hideous Kinky,1998,6.1,5955
Hard Rain,1998,5.8,29826
Bulworth,1998,6.8,23526
Wrongfully Accused,1998,6.1,20903
The Wounds,1998,8.1,9017
Savior,1998,7.3,9478
Eternity and a Day,1998,7.9,8252
The Gingerbread Man,1998,5.7,9916
The Newton Boys,1998,6.1,9566
Pecker,1998,6.4,12565
Still Crazy,1998,7.1,7094
I Want You,1998,6.2,2609
3 Ninjas: High Noon at Mega Mountain,1998,2.8,9669
Desperate Measures,1998,6.1,14911
Central Station,1998,8,31872
Edge of Seventeen,1998,6.8,5262
Wicked,1998,5.2,2727
Little Voice,1998,7,14947
Lovers of the Arctic Circle,1998,7.8,16813
Dance with Me,1998,5.9,5372
L.E.T.H.A.L. Ladies: Return to Savage Beach,1998,3.4,866
The Acid House,1998,6.3,6607
After Life,1998,7.7,8456
Legionnaire,1998,5.4,20828
The General,1998,7.3,7410
Everything's Gonna Be Great,1998,8.2,17165
Besieged,1998,7,4275
Meet the Deedles,1998,4,2473
Mafia!,1998,5.5,13680
Permanent Midnight,1998,6.3,6501
Sheer Passion,1998,4.5,189
Firestorm,1998,4.7,3443
One True Thing,1998,7,10435
The Patriot,1998,4.1,10963
Barney's Great Adventure,1998,3,2962
Holy Man,1998,4.9,17855
The Phantom of the Opera,1998,4.2,4772
The Dentist 2,1998,4.4,3006
Homegrown,1998,5.8,4294
Clay Pigeons,1998,6.6,10023
Major League: Back to the Minors,1998,4.6,6478
Get Real,1998,7.6,11659
Strangeland,1998,5,6169
Croupier,1998,7.2,17132
Music from Another Room,1998,6.5,4443
Woo,1998,4,1648
Girl,1998,5.9,2541
Knock Off,1998,4.8,12842
L'ennui,1998,6.2,1792
Welcome to Hollywood,1998,5.3,646
Another Day in Paradise,1998,6.5,7787
Dil Se..,1998,7.7,23891
Judas Kiss,1998,6.4,3321
Head On,1998,6.4,3712
Chairman of the Board,1998,2.4,5531
Sour Grapes,1998,5.7,2562
Hilary and Jackie,1998,7.4,9200
Shadow Builder,1998,4.9,1205
Praise,1998,6.9,541
Home Fries,1998,5,7622
Without Limits,1998,7.2,6252
Just a Little Harmless Sex,1998,5,666
Arrival II,1998,3.9,2628
"Khrustalyov, My Car!",1998,7.6,1141
Hell's Kitchen,1998,4.8,2317
Zero Effect,1998,7,13199
On Board,1998,8.1,10486
Lolita 2000,1998,4.2,399
The Godson,1998,3.1,1231
Tarzan and the Lost City,1998,4,1969
In God's Hands,1998,5.5,1078
Air Bud: Golden Receiver,1998,4.5,4838
Let's Talk About Sex,1998,3.7,278
Jaded,1998,5.4,645
Next Stop Wonderland,1998,6.7,4443
Why Do Fools Fall in Love,1998,6.3,3272
Ringmaster,1998,3.2,4654
My Name Is Joe,1998,7.5,6879
Satya,1998,8.2,11195
Barking at the Stars,1998,8.7,5572
The Land Girls,1998,6.3,1758
Hurlyburly,1998,5.8,9454
A Murder of Crows,1998,6.4,6868
Last Night,1998,7.2,8757
Love Is the Devil: Study for a Portrait of Francis Bacon,1998,6.4,3073
Your Friends & Neighbors,1998,6.4,7391
Basil,1998,6.1,1678
Sweet Jane,1998,7.1,513
Gunshy,1998,6.1,843
I Got the Hook Up,1998,4,1899
Six-String Samurai,1998,6.7,6268
Little Men,1998,6.4,415
Slappy and the Stinkers,1998,5,965
Free Money,1998,5,2584
Kirikou and the Sorceress,1998,7.6,7255
The First 9 1/2 Weeks,1998,3.5,495
The Hi-Lo Country,1998,6.1,3907
Dancing at Lughnasa,1998,6.3,3183
The Matrix,1999,8.7,1455879
Fight Club,1999,8.8,1623264
Eyes Wide Shut,1999,7.4,265570
The Green Mile,1999,8.5,973454
American Pie,1999,7,345988
American Beauty,1999,8.4,966090
Star Wars: Episode I - The Phantom Menace,1999,6.5,635302
The Sixth Sense,1999,8.1,823181
The Mummy,1999,7,358488
10 Things I Hate About You,1999,7.3,261922
Notting Hill,1999,7.1,237181
Office Space,1999,7.8,222453
Galaxy Quest,1999,7.3,135836
Cruel Intentions,1999,6.8,165087
Toy Story 2,1999,7.9,453119
"Girl, Interrupted",1999,7.4,143764
Being John Malkovich,1999,7.8,283711
The Talented Mr. Ripley,1999,7.4,157877
Austin Powers: The Spy Who Shagged Me,1999,6.6,199801
Sleepy Hollow,1999,7.4,300184
